,,,Date,,,Age group,,,Incidence,,Confidence Interval,,,,,,,,,,,,,,,,
YW,Canada - Montreal,Canada,1981,1981,M,5,9,10,10.7,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1982,1982,M,5,9,5,5.5,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1983,1983,M,5,9,9,10.2,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1971,1976,M,5,9,68,9.3,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1977,1983,M,5,9,62,9.2,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1971,1983,M,5,9,130,9.3,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1971,1971,M,10,14,18,13,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1972,1972,M,10,14,17,12.4,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1973,1973,M,10,14,22,16.2,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1974,1974,M,10,14,11,8.2,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1975,1975,M,10,14,16,12.1,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1976,1976,M,10,14,15,11.4,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1977,1977,M,10,14,20,15.8,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1978,1978,M,10,14,13,10.7,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1979,1979,M,10,14,16,13.7,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1980,1980,M,10,14,14,12.5,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1981,1981,M,10,14,16,14.9,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1982,1982,M,10,14,15,14.6,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1983,1983,M,10,14,11,11.3,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1971,1976,M,10,14,99,12.2,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1977,1983,M,10,14,105,13.4,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1971,1983,M,10,14,204,12.8,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1971,1971,F,0,4,11,10.7,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1972,1972,F,0,4,3,3,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1973,1973,F,0,4,5,5.1,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1974,1974,F,0,4,6,6.3,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1975,1975,F,0,4,4,4.3,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1976,1976,F,0,4,3,3.3,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1977,1977,F,0,4,9,10.1,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1978,1978,F,0,4,6,6.7,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1979,1979,F,0,4,3,3.4,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1980,1980,F,0,4,6,6.7,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1981,1981,F,0,4,3,3.4,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1982,1982,F,0,4,3,3.4,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1983,1983,F,0,4,7,7.9,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1971,1976,F,0,4,32,5.5,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1977,1983,F,0,4,37,5.9,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1971,1983,F,0,4,69,5.7,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1971,1971,F,5,9,14,10.7,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1972,1972,F,5,9,16,12.8,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1973,1973,F,5,9,16,13.4,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1974,1974,F,5,9,11,9.7,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1975,1975,F,5,9,20,18.6,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1976,1976,F,5,9,11,10.8,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1977,1977,F,5,9,10,10.1,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1978,1978,F,5,9,13,13.4,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1979,1979,F,5,9,10,10.6,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1980,1980,F,5,9,6,6.6,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1981,1981,F,5,9,13,14.6,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1982,1982,F,5,9,3,3.5,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1983,1983,F,5,9,6,7.2,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1971,1976,F,5,9,88,12.6,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1977,1983,F,5,9,61,9.5,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1971,1983,F,5,9,149,11.1,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1971,1971,F,10,14,16,12,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1972,1972,F,10,14,14,10.6,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1973,1973,F,10,14,15,11.5,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1974,1974,F,10,14,12,9.3,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1975,1975,F,10,14,21,16.6,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1976,1976,F,10,14,17,13.6,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1977,1977,F,10,14,15,12.4,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1978,1978,F,10,14,13,11.2,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1979,1979,F,10,14,16,14.3,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1980,1980,F,10,14,12,11.2,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1981,1981,F,10,14,7,6.8,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1982,1982,F,10,14,6,6.1,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1983,1983,F,10,14,12,12.8,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1971,1976,F,10,14,95,12.2,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1977,1983,F,10,14,81,10.8,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Canada - Montreal,Canada,1971,1983,F,10,14,176,11.5,,,,#DIV/0!,,,Siemiatycki (1986),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1974,1974,M,0,14,22,6.84,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1975,1975,M,0,14,17,5.25,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1976,1976,M,0,14,18,5.53,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1977,1977,M,0,14,20,6.14,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1978,1978,M,0,14,22,6.9,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1979,1979,M,0,14,23,7.18,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1980,1980,M,0,14,19,5.91,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1981,1981,M,0,14,18,5.57,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1982,1982,M,0,14,23,7.09,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1983,1983,M,0,14,29,5.9,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1984,1984,M,0,14,17,5.3,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1985,1985,M,0,14,23,7.27,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1986,1986,M,0,14,14,4.46,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1987,1987,M,0,14,15,4.83,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1988,1988,M,0,14,25,8.14,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1989,1989,M,0,14,17,5.83,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1990,1990,M,0,14,14,4.94,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1991,1991,M,0,14,18,6.64,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1992,1992,M,0,14,21,8.07,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1993,1993,M,0,14,16,6.3,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1994,1994,M,0,14,14,5.66,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1995,1995,M,0,14,30,12.51,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1974,1995,M,0,14,425,6.39,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1974,1974,F,0,14,11,3.59,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1975,1975,F,0,14,19,6.19,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1976,1976,F,0,14,14,4.55,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1977,1977,F,0,14,12,3.89,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1978,1978,F,0,14,16,5.25,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1979,1979,F,0,14,12,3.93,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1980,1980,F,0,14,26,8.49,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1981,1981,F,0,14,24,7.81,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1982,1982,F,0,14,18,5.84,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1983,1983,F,0,14,13,4.24,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1984,1984,F,0,14,16,5.25,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1985,1985,F,0,14,13,4.32,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1986,1986,F,0,14,20,6.69,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1987,1987,F,0,14,16,5.42,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1988,1988,F,0,14,20,6.85,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1989,1989,F,0,14,16,5.78,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1990,1990,F,0,14,18,6.75,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1991,1991,F,0,14,19,7.38,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1992,1992,F,0,14,17,6.89,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1993,1993,F,0,14,28,11.61,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1994,1994,F,0,14,21,8.94,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1995,1995,F,0,14,24,10.51,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1974,1995,F,0,14,393,6.22,,,,#DIV/0!,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1974,1974,M+F,0,14,33,5.26,,3.62,7.38,104%,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1975,1975,M+F,0,14,36,5.71,,3.99,7.9,98%,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1976,1976,M+F,0,14,32,5.05,,3.46,7.13,106%,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1977,1977,M+F,0,14,32,5.05,,3.45,7.12,106%,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1978,1978,M+F,0,14,38,6.09,,4.31,8.37,94%,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1979,1979,M+F,0,14,35,5.59,,3.89,7.77,100%,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1980,1980,M+F,0,14,45,7.17,,5.23,9.59,83%,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1981,1981,M+F,0,14,42,6.66,,4.8,9.01,88%,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1982,1982,M+F,0,14,41,6.48,,4.65,8.79,89%,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1983,1983,M+F,0,14,31,5.09,,3.48,7.18,106%,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1984,1984,M+F,0,14,33,5.28,,3.63,7.41,104%,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1985,1985,M+F,0,14,36,5.83,,4.08,8.07,98%,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1986,1986,M+F,0,14,34,5.55,,3.84,7.76,102%,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1987,1987,M+F,0,14,31,5.12,,3.48,7.27,109%,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1988,1988,M+F,0,14,45,7.51,,5.48,10.05,83%,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1989,1989,M+F,0,14,33,5.81,,3.99,8.15,104%,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1990,1990,M+F,0,14,32,5.84,,3.99,8.25,107%,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1991,1991,M+F,0,14,37,7,,4.93,9.65,96%,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1992,1992,M+F,0,14,38,7.5,,5.31,10.29,94%,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1993,1993,M+F,0,14,42,8.89,,6.46,11.93,85%,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1994,1994,M+F,0,14,35,7.26,,5.06,10.09,99%,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1995,1995,M+F,0,14,54,11.54,,8.67,15.06,74%,,,Tzaneva (1998),,,,,,,,,,,
YW,Bulgaria - Eastern,Bulgaria,1974,1995,M+F,0,14,818,6.32,,5.91,6.78,15%,,,Tzaneva (1998),,,,,,,,,,,
YW,Estonia,Estonia,1980,1980,M+F,0,4,,7.2,,2.3,16.7,626%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1981,1981,M+F,0,4,,7.1,,2.3,16.6,622%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1982,1982,M+F,0,4,,4.2,,0.9,12.3,1267%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1983,1983,M+F,0,4,,5.6,,1.5,14.4,860%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1984,1984,M+F,0,4,,4.2,,0.9,12.3,1267%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1985,1985,M+F,0,4,,5.6,,1.5,14.4,860%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1986,1986,M+F,0,4,,4.2,,0.9,12.3,1267%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1987,1987,M+F,0,4,,2.8,,0.3,10.1,3267%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1988,1988,M+F,0,4,,2.8,,0.3,10,3233%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1989,1989,M+F,0,4,,5.5,,1.5,14,833%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1980,1980,M+F,5,9,,11.3,,4.9,22.2,353%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1981,1981,M+F,5,9,,9.9,,4,20.4,410%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1982,1982,M+F,5,9,,18.4,,9.8,31.5,221%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1983,1983,M+F,5,9,,9.9,,4,20.5,413%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1984,1984,M+F,5,9,,15.6,,7.8,27.9,258%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1985,1985,M+F,5,9,,11.9,,6.4,20.4,219%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1986,1986,M+F,5,9,,9.2,,4.4,16.9,284%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1987,1987,M+F,5,9,,11.4,,4.9,22.5,359%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1988,1988,M+F,5,9,,17.3,,8.9,30.2,239%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1989,1989,M+F,5,9,,8.4,,3.1,18.4,494%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1980,1980,M+F,10,14,,13.8,,6.3,26.2,316%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1981,1981,M+F,10,14,,11.9,,5.1,23.5,361%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1982,1982,M+F,10,14,,20.3,,11.1,34.1,207%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1983,1983,M+F,10,14,,18.4,,9.8,31.4,220%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1984,1984,M+F,10,14,,18.4,,9.8,31.4,220%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1985,1985,M+F,10,14,,15.5,,7.7,37.8,391%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1986,1986,M+F,10,14,,21.2,,11.9,35,194%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1987,1987,M+F,10,14,,19.9,,10.9,33.5,207%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1988,1988,M+F,10,14,,20,,10.9,33.6,208%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1989,1989,M+F,10,14,,14.3,,6.9,26.3,281%,,,Podar (1993),,,,,,,,,,,
YW,Estonia,Estonia,1983,1990,M,0,4,17,3.5,,2.1,5.7,171%,,,Podar (2001),,,,,,,,,,,
YW,Estonia,Estonia,1983,1990,M,5,9,48,10.4,,7.6,13.7,80%,,,Podar (2001),,,,,,,,,,,
YW,Estonia,Estonia,1983,1990,M,10,14,78,17.3,,13.7,21.6,58%,,,Podar (2001),,,,,,,,,,,
YW,Estonia,Estonia,1983,1990,M,0,14,143,9.7,,8.2,11.4,39%,,,Podar (2001),,,,,,,,,,,
YW,Estonia,Estonia,1991,1998,M,0,4,36,10.3,,7.2,14.2,97%,,,Podar (2001),,,,,,,,,,,
YW,Estonia,Estonia,1991,1998,M,5,9,52,11.7,,8.7,15.3,76%,,,Podar (2001),,,,,,,,,,,
YW,Estonia,Estonia,1991,1998,M,10,14,74,16.5,,12.9,20.7,60%,,,Podar (2001),,,,,,,,,,,
YW,Estonia,Estonia,1991,1998,M,0,14,162,12.5,,10.7,14.6,36%,,,Podar (2001),,,,,,,,,,,
YW,Estonia,Estonia,1983,1990,F,0,4,19,4.2,,2.5,6.5,160%,,,Podar (2001),,,,,,,,,,,
YW,Estonia,Estonia,1983,1990,F,5,9,56,12.7,,9.6,16.4,71%,,,Podar (2001),,,,,,,,,,,
YW,Estonia,Estonia,1983,1990,F,10,14,57,13.2,,10,17.1,71%,,,Podar (2001),,,,,,,,,,,
YW,Estonia,Estonia,1983,1990,F,0,14,132,9.5,,7.9,11.3,43%,,,Podar (2001),,,,,,,,,,,
YW,Estonia,Estonia,1991,1998,F,0,4,25,7.5,,4.9,11.1,127%,,,Podar (2001),,,,,,,,,,,
YW,Estonia,Estonia,1991,1998,F,5,9,41,9.6,,6.9,13,88%,,,Podar (2001),,,,,,,,,,,
YW,Estonia,Estonia,1991,1998,F,10,14,73,16.8,,13.2,21.1,60%,,,Podar (2001),,,,,,,,,,,
YW,Estonia,Estonia,1991,1998,F,0,14,139,10.9,,9.1,12.8,41%,,,Podar (2001),,,,,,,,,,,
YW,Estonia,Estonia,1999,1999,M,0,15,13,9.2,,,,#DIV/0!,,,Tee��r (2010),,,,,,,,,,,
YW,Estonia,Estonia,2000,2000,M,0,15,22,18,,,,#DIV/0!,,,Tee��r (2010),,,,,,,,,,,
YW,Estonia,Estonia,2001,2001,M,0,15,15,10.8,,,,#DIV/0!,,,Tee��r (2010),,,,,,,,,,,
YW,Estonia,Estonia,2002,2002,M,0,15,16,14.7,,,,#DIV/0!,,,Tee��r (2010),,,,,,,,,,,
YW,Estonia,Estonia,2003,2003,M,0,15,27,24.6,,,,#DIV/0!,,,Tee��r (2010),,,,,,,,,,,
YW,Estonia,Estonia,2004,2004,M,0,15,19,16.5,,,,#DIV/0!,,,Tee��r (2010),,,,,,,,,,,
YW,Estonia,Estonia,2005,2005,M,0,15,25,22.9,,,,#DIV/0!,,,Tee��r (2010),,,,,,,,,,,
YW,Estonia,Estonia,2006,2006,M,0,15,25,24.9,,,,#DIV/0!,,,Tee��r (2010),,,,,,,,,,,
YW,Estonia,Estonia,1996,2006,M,0,15,162,17.5,,11.8,23.3,97%,,,Tee��r (2010),,,,,,,,,,,
YW,Estonia,Estonia,1999,1999,F,0,15,16,11.4,,,,#DIV/0!,,,Tee��r (2010),,,,,,,,,,,
YW,Estonia,Estonia,2000,2000,F,0,15,20,16.3,,,,#DIV/0!,,,Tee��r (2010),,,,,,,,,,,
YW,Estonia,Estonia,2001,2001,F,0,15,15,14,,,,#DIV/0!,,,Tee��r (2010),,,,,,,,,,,
YW,Estonia,Estonia,2002,2002,F,0,15,22,20.3,,,,#DIV/0!,,,Tee��r (2010),,,,,,,,,,,
YW,Estonia,Estonia,2003,2003,F,0,15,15,13.5,,,,#DIV/0!,,,Tee��r (2010),,,,,,,,,,,
YW,Estonia,Estonia,2004,2004,F,0,15,16,14.8,,,,#DIV/0!,,,Tee��r (2010),,,,,,,,,,,
YW,Estonia,Estonia,2005,2005,F,0,15,24,24.4,,,,#DIV/0!,,,Tee��r (2010),,,,,,,,,,,
