source,resp_id,elect_part,country_wk,region_wk,inst_name,inst_role,inst_role_other,med_age_diag_center,med_age_diag_center_src,med_age_diag_reg,med_age_diag_reg_src,inst_hba1c_avg,inst_hba1c_max,inst_hba1c_src,reg_hba1c_avg,reg_hba1c_max,reg_hba1c_src,inst_dka_diag_rate,inst_dka_diag_src,reg_dka_diag_rate,reg_dka_diag_src,od_2010_rate,od_2010_src,od_2000_2010_rate,od_2000_2010_src,od_pre_2000_rate,od_pre_2000_src,inst_treat_2xhi,reg_treat_2xhi,inst_treat_2_shortlong,reg_treat_2_shortlong,inst_treat_3plus_shortlong,reg_treat_3plus_shortlong,inst_treat_3_analog,reg_treat_3_analog,inst_treat_pump,reg_treat_pump,inst_treat_pump_suspend,reg_treat_pump_suspend,inst_treat_pump_cloop,reg_treat_pump_cloop,treat_other,inst_measure_clinic,reg_measure_clinic,inst_measure_fewdays,reg_measure_fewdays,inst_measure_1_2_strips_day,reg_measure_1_2_strips_day,inst_measure_3_4_strips_day,reg_measure_3_4_strips_day,inst_measure_5_more_strips_day,reg_measure_5_more_strips_day,inst_measure_flash_glucose,reg_measure_flash_glucose,inst_measure_continuous,reg_measure_continuous,inst_measure_continuous_cloop,reg_measure_continuous_cloop,measure_other,inst_educ_doctor,reg_educ_doctor,inst_educ_nurse,reg_educ_nurse,inst_educ_other_in_person,reg_educ_other_in_person,inst_educ_camp_wshops,reg_educ_camp_wshops,inst_educ_peer_mentor,reg_educ_peer_mentor,inst_educ_printed_materials_local,reg_educ_printed_materials_local,inst_educ_printed_materials_foreign,reg_educ_printed_materials_foreign,inst_educ_online_local,reg_educ_online_local,inst_educ_online_foreign,reg_educ_online_foreign,educ_other,cost_currency,cost_insulin,cost_consumables,cost_devices,cost_med_appts,cost_insurance,cost_other,cost_not_afford_pc,followup_share,followup_results,followup_review,followup_review_country,followup_ispad,followup_plan,followup_other,inst_support_nurse_educ,reg_support_nurse_educ,inst_support_psych,reg_support_psych,inst_support_social_worker,reg_support_social_worker,inst_support_dietician,reg_support_dietician,inst_support_comm_health_wkr,reg_support_comm_health_wkr,support_other,inst_prof_test_hba1c,reg_prof_test_hba1c,inst_prof_test_weight,reg_prof_test_weight,inst_prof_test_height,reg_prof_test_height,inst_prof_test_bp,reg_prof_test_bp,inst_prof_test_retina,reg_prof_test_retina,inst_prof_test_ualb,reg_prof_test_ualb,inst_prof_test_lipids,reg_prof_test_lipids,world_bank_name,united_nations_name,iso3c,world_bank_classification,jdrf_region_name,jdrf_broad_region_name,loc_id,income_group
online,11902223648,Yes! I'd like to complete the survey now (est. 10 minutes),United Kingdom (UK),Oxford,Oxford Children's Hospital,Dietitian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,United Kingdom,GBR,HIC,Western Europe,Europe,826,High income
online,11902205748,Yes! I'd like to complete the survey now (est. 10 minutes),United Kingdom (UK),"Northamptonshire, Nutrition and Dietetics Department",Northampton General Hospital,Dietitian,NA,NA,NA,11,Personal estimate,9.0-9.9% (74.9-85.7 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Personal estimate,9.0-9.9% (74.9-85.7 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Personal estimate,70-80%,Personal estimate,70-80%,Personal estimate,0-10%,Personal estimate,0-10%,Personal estimate,0-10%,Personal estimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,United Kingdom,GBR,HIC,Western Europe,Europe,826,High income
online,11902148919,Yes! I'd like to complete the survey now (est. 10 minutes),United Kingdom (UK),west midlands,SWBH,Nurse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,United Kingdom,GBR,HIC,Western Europe,Europe,826,High income
online,11902144279,Yes! I'd like to complete the survey now (est. 10 minutes),United Kingdom (UK),Lincolnshire,ULHT,Dietitian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,United Kingdom,GBR,HIC,Western Europe,Europe,826,High income
online,11902104379,Yes! I'd like to complete the survey now (est. 10 minutes),United Kingdom (UK),Shropshire,Shropshire Community NHS trust,Nurse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,United Kingdom,GBR,HIC,Western Europe,Europe,826,High income
online,11902091422,Yes! I'd like to complete the survey now (est. 10 minutes),Sudan,kharoum state central sudan,sudan childhood diabetes center,Endocrinologist,NA,NA,NA,10,Registry data,8.0-8.9% (63.9-74.8 mmol/mol),11.0-11.9% (96.7-107.6 mmol/mol),Informed estimate,9.0-9.9% (74.9-85.7 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Informed estimate,20-30%,Registry data,40-50%,Clinical records,0-10%,Clinical records,10-20%,Personal estimate,20-30%,Clinical impression,60%,100%,10%,10%,30%,20%,10%,10%,NA,NA,NA,NA,NA,NA,we have 20 patients on pump in our center,0%,0%,40%,50%,40%,30%,20%,10%,NA,NA,NA,NA,NA,NA,NA,NA,only few patients are using free style,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,NA,through social media,SDG,provided free all over the country,9000,pumps 6 thousand dollars not in local currency,free,24000,transportation and costof investigations 3000,83,Sharing the survey with others in my network,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,Helping develop action plans for medical professionals,further research work,At your institution,In your region,At your institution,NA,At your institution,In your region,At your institution,In your region,At your institution,NA,NA,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Annually,Every visit,Annually,Annually,Annually,Annually,Less often,NA,Sudan,Sudan,SDN,LMIC,North Africa,Middle East and Africa,729,Lower income
online,11902087847,Yes! I'd like to complete the survey now (est. 10 minutes),United Kingdom (UK),East Midlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,United Kingdom,GBR,HIC,Western Europe,Europe,826,High income
online,11902044111,Yes! I'd like to complete the survey now (est. 10 minutes),United Kingdom (UK),West Midlands,Birmingham Childrens Hospital,Psychologist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,United Kingdom,GBR,HIC,Western Europe,Europe,826,High income
online,11902036854,Yes! I'd like to complete the survey now (est. 10 minutes),United Kingdom (UK),England,Sandwell Hospital,Psychologist,NA,NA,NA,10,Personal estimate,7.0-7.9% (53.0-63.8 mmol/mol),NA,NA,8.0-8.9% (63.9-74.8 mmol/mol),NA,NA,40-50%,Personal estimate,50-60%,Personal estimate,0%,Personal estimate,0%,Personal estimate,0%,Personal estimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,United Kingdom,GBR,HIC,Western Europe,Europe,826,High income
online,11902034704,Yes! I'd like to complete the survey now (est. 10 minutes),United Kingdom (UK),Worcester,NHS,Dietitian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,United Kingdom,GBR,HIC,Western Europe,Europe,826,High income
online,11902033373,Yes! I'd like to complete the survey now (est. 10 minutes),United Kingdom (UK),Leicester,University Hospitals of Leicteser,Dietitian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,United Kingdom,GBR,HIC,Western Europe,Europe,826,High income
online,11902031105,Yes! I'd like to complete the survey now (est. 10 minutes),United Kingdom (UK),"West Midlands, Dietitian",Univeristy Hospital of Derby and Burton,Dietitian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,United Kingdom,GBR,HIC,Western Europe,Europe,826,High income
online,11902008322,Yes! I'd like to complete the survey now (est. 10 minutes),United Kingdom (UK),West Midlands,Wye Valley NHS Trust,Diabetes educator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,United Kingdom,GBR,HIC,Western Europe,Europe,826,High income
online,11901994044,Yes! I'd like to complete the survey now (est. 10 minutes),United Kingdom (UK),West midlands,Hospital,Paediatrician,NA,NA,NA,12,Personal estimate,8.0-8.9% (63.9-74.8 mmol/mol),NA,NA,8.0-8.9% (63.9-74.8 mmol/mol),NA,NA,50-60%,Personal estimate,50-60%,Personal estimate,0-10%,Personal estimate,0-10%,Personal estimate,10-20%,Personal estimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,United Kingdom,GBR,HIC,Western Europe,Europe,826,High income
online,11901986285,Yes! I'd like to complete the survey now (est. 10 minutes),United Kingdom (UK),West Midlands Nutrition & Dietetic Department,Sandwell & West Birmingham Hospital,Dietitian,NA,NA,NA,Unknown,NA,Unknown,Unknown,NA,Unknown,Unknown,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80%,NA,NA,NA,NA,NA,20%,NA,NA,NA,NA,NA,NA,At your institution,NA,NA,NA,NA,NA,NA,NA,At your institution,NA,NA,NA,NA,NA,NA,NA,Dietitian during hospital admission and thereafter,NA,NA,NA,NA,NA,NA,?,NA,Sharing the survey with others in my network,NA,NA,NA,NA,NA,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,United Kingdom,GBR,HIC,Western Europe,Europe,826,High income
online,11901946101,Yes! I'd like to complete the survey now (est. 10 minutes),Sweden,örebro,Örebro University Hospital,Paediatrician,NA,NA,NA,8,Registry data,< 7.0% (< 53.0 mmol/mol),10.0-10.9% (85.8-96.6 mmol/mol),Registry data,< 7.0% (< 53.0 mmol/mol),10.0-10.9% (85.8-96.6 mmol/mol),Registry data,NA,NA,20-30%,Registry data,0%,Clinical impression,0%,Clinical impression,0%,Clinical impression,0%,0%,0%,0%,0%,0%,20%,20%,80%,80%,10%,10%,10%,10%,NA,0%,NA,0%,NA,0%,NA,0%,NA,10%,NA,50%,NA,40%,NA,10%,NA,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,zero,zero,zero,"costs for parents missing jobs, no fee for the visit",NA,NA,NA,NA,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,NA,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,NA,NA,Every visit,NA,Every visit,NA,Every visit,NA,Annually,NA,Every two years,NA,Annually,NA,Less often,NA,Sweden,Sweden,SWE,HIC,Nordic Countries,Europe,752,High income
online,11901772886,Yes! I'd like to complete the survey now (est. 10 minutes),Canada,Alberta,Alberta Children's Hospital,Paediatric endocrinologist,NA,NA,NA,10,Personal estimate,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Clinical records,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Informed estimate,30-40%,Informed estimate,40-50%,Informed estimate,0%,Clinical impression,0%,Clinical impression,0%,Clinical impression,0%,0%,10%,10%,20%,30%,30%,30%,40%,40%,20%,NA,10%,NA,NA,0%,NA,10%,NA,30%,NA,40%,NA,20%,NA,30%,NA,30%,NA,10%,NA,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,NA,At your institution,In your region,NA,NA,At your institution,In your region,NA,NA,NA,canadian,3000,3000,3000,NA,NA,NA,25,NA,Seeing survey results,NA,NA,NA,NA,NA,At your institution,In your region,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,NA,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Annually,Annually,Less often,Less often,Annually,Annually,Annually,Annually,Canada,Canada,CAN,HIC,North America,Americas,124,High income
online,11901663886,Yes! I'd like to complete the survey now (est. 10 minutes),United States of America (USA),California,Telemedicine nonprofit,Paediatric endocrinologist,NA,NA,NA,10,Personal estimate,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Personal estimate,7.0-7.9% (53.0-63.8 mmol/mol),9.0-9.9% (74.9-85.7 mmol/mol),Personal estimate,40-50%,Personal estimate,20-30%,Personal estimate,0-10%,Personal estimate,0-10%,Personal estimate,0-10%,Personal estimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,United States of America,USA,HIC,North America,Americas,840,High income
online,11901201150,Yes! I'd like to complete the survey now (est. 10 minutes),Malaysia,"Kuala Lumpur, Paediatrics",University Malaya Medical Centre,Paediatric endocrinologist,NA,NA,NA,9,Registry data,9.0-9.9% (74.9-85.7 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),NA,9.0-9.9% (74.9-85.7 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),NA,70-80%,Clinical records,50-60%,Registry data,20-30%,Informed estimate,30-40%,Clinical impression,30-40%,Clinical impression,NA,NA,10%,NA,10%,NA,70%,NA,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60%,NA,20%,NA,10%,NA,10%,NA,10%,NA,NA,NA,NA,At your institution,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,NA,NA,At your institution,NA,NA,Ringgit Malaysia,free,500,800,free,not covered,NA,75,Sharing the survey with others in my network,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,Helping develop action plans for medical professionals,NA,At your institution,NA,NA,NA,At your institution,NA,At your institution,NA,NA,NA,NA,Every visit,NA,Every visit,NA,Every visit,NA,Every visit,NA,Annually,NA,Annually,NA,Annually,NA,Malaysia,Malaysia,MYS,UMIC,South-East Asia,Asia-Pacific,458,Middle income
online,11901023182,Yes! I'd like to complete the survey now (est. 10 minutes),Argentina,BUENOS AIRES,HOSPITAL DE NIÑOS PEDRO DE ELIZALDE,Paediatric endocrinologist,NA,NA,NA,8,Registry data,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),NA,NA,NA,NA,40-50%,Published study,NA,NA,0-10%,Clinical impression,0-10%,Clinical impression,0-10%,Personal estimate,0%,NA,10%,NA,20%,NA,60%,NA,10%,NA,10%,NA,0%,NA,NA,0%,NA,10%,NA,20%,NA,20%,NA,40%,NA,20%,NA,10%,NA,0%,NA,NA,At your institution,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,Sharing the survey with others in my network,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),Becoming an ISPAD member,Helping develop action plans for medical professionals,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,NA,Every visit,NA,Every visit,NA,Every visit,NA,Every visit,NA,Annually,NA,Annually,NA,Annually,NA,Argentina,Argentina,ARG,HIC,South America,Americas,32,High income
online,11900954976,Yes! I'd like to complete the survey now (est. 10 minutes),Australia,Victoria,Austin Hospital,Diabetes educator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,Australia,AUS,HIC,Australasia,Asia-Pacific,36,High income
online,11900856824,Yes! I'd like to complete the survey now (est. 10 minutes),Canada,Manitoba,Winnipeg CHildren's Hospital,Paediatric endocrinologist,NA,NA,NA,9,Registry data,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Registry data,NA,NA,NA,20-30%,Registry data,20-30%,Registry data,0-10%,Registry data,0-10%,Registry data,NA,NA,NA,NA,NA,NA,30%,NA,30%,NA,30%,NA,NA,NA,NA,NA,NA,0%,NA,0%,NA,NA,NA,40%,NA,20%,NA,20%,NA,20%,NA,NA,NA,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,NA,CAn $,NA,NA,NA,NA,NA,NA,10,Sharing the survey with others in my network,Seeing survey results,NA,NA,NA,NA,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,transition coordinator (at age of transition to adult care),Every visit,NA,Every visit,NA,Every visit,NA,Every visit,NA,Every two years,NA,Annually,NA,Annually,NA,Canada,Canada,CAN,HIC,North America,Americas,124,High income
online,11900774808,Yes! I'd like to complete the survey now (est. 10 minutes),New Zealand,"Auckland, North Island",Starship Hospital,Paediatric endocrinologist,NA,NA,NA,9,Registry data,8.0-8.9% (63.9-74.8 mmol/mol),NA,Registry data,8.0-8.9% (63.9-74.8 mmol/mol),NA,NA,20-30%,Published study,20-30%,Published study,0%,Published study,0-10%,Published study,0%,Registry data,20%,20%,0%,20%,0%,NA,40%,NA,30%,NA,10%,NA,0%,NA,NA,0%,NA,0%,NA,10%,NA,30%,NA,20%,NA,30%,NA,10%,NA,NA,NA,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,At your institution,NA,At your institution,NA,"School visits, Parent evenings",USD,$30 (almost fully subsidised,$30 for all,Free if meet criteria,Free,N/A,reimbursed if from a distance,NA,NA,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,NA,NA,At your institution,In your region,At your institution,In your region,NA,In your region,At your institution,In your region,NA,NA,NA,Every visit,NA,Every visit,NA,Every visit,NA,Every visit,NA,Less often,NA,Every two years,NA,Less often,NA,New Zealand,New Zealand,NZL,HIC,Australasia,Asia-Pacific,554,High income
online,11900756682,Yes! I'd like to complete the survey now (est. 10 minutes),Sweden,Vastra Gotaland,"NU Hospital Group, Dept. of Pediatrics",Paediatric endocrinologist,NA,NA,NA,9,Registry data,< 7.0% (< 53.0 mmol/mol),8.0-8.9% (63.9-74.8 mmol/mol),Registry data,7.0-7.9% (53.0-63.8 mmol/mol),Unknown,Registry data,0-10%,Registry data,20-30%,Registry data,0%,Informed estimate,0%,Informed estimate,0-10%,Informed estimate,0%,0%,0%,0%,0%,0%,20%,30%,80%,70%,40%,NA,10%,NA,NA,0%,0%,0%,0%,0%,0%,0%,0%,NA,NA,10%,NA,80%,NA,10%,NA,"97% of all kids in Sweden are on CGM, but I don't know the distribution between Flash and rlCGM",At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,NA,At your institution,In your region,At your institution,NA,At your institution,In your region,At your institution,NA,I don't know about non-checked resources in the region,SEK,0,0,0,0,0,1000,0,Sharing the survey with others in my network,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,NA,"With region, I have stated country numbers",At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,NA,NA,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Annually,Annually,Every two years,Every two years,Annually,Annually,Annually,Annually,Sweden,Sweden,SWE,HIC,Nordic Countries,Europe,752,High income
